Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_D
Q8VEB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VEE0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,63,15,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VEE4,0,0,0,0,0,0,10,63,16,48,21,31,55,131,38,22,0,0,0,0,0,0,0,0,0,0,0,3121.982,3454.994,2789,266,306,261,280,238,0
Q8VEG4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VEH0,9,128,79,170,0,0,23.564,73.599,77.829,308.743,109.09,325.869,372.421,570.029,266.24,178.717,1,67,59,23,17,5,0,0,0,0,5,398.729,643.817,323.185,102.785,298.827,310.149,175.746,268.491,0
Q8VEH6,302,144.336,120,249,22,0,4,2,2,13,11,13,3,60,17.209,14,10,1221,1070,508,558,163,0,0,0,0,11,6,16,26,10,18,4,6,17,0
Q8VEJ4,0,0,0,0,0,0,2,0,0,3,6,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Q8VEK3,89,135.853,75.122,343.622,6.087,3,58,96,36,111,73,192.201,250,65.539,41,27,7,343.487,537,222,110,57.592,0,0,0,0,21,73,94.057,105.333,753,1253.595,1389,776,1692.821,0
Q8VEM1,0,28,22,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VEM9,0,0,0,0,0,0,0,0,0,17,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VHE0,29,5,12,8,0,0,0,0,0,0,0,0,0,6,1,0,0,98,158,62,41,26,0,0,0,0,10,8,17,8,1,5,5,0,1,0
Q8VHE6,0,0,0,0,0,0,2,2,2.427,16.378,0,2.87,0,37.163,8.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,34.166,31,95.079,0
Q8VHE9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VHI3,18,8,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,19,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VHK2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VHK9,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,9,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VHS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VHT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VHV7,0,0,0,0,0,0,0,1,5,3,8,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,25,0,0,0
Q8VI02,0,38,46,87,0,0,0,3,8,28,5,16,15,4,1,1,0,0,0,0,0,0,0,0,0,0,0,9,3,8,11,7,6,3,8,0
Q8VI04,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VI36,0,26,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q8VI47,0,0,0,0,0,0,0,2,2,9,3,11,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,0,26,0
Q8VI56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VID6,0,0,0,0,0,0,0,0,3,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,1,0,4,4,0
Q8VIG3,145.94,275.528,202,413.716,11,0,4,4,21,118,37,132,152,205,62,92,58,419,436,57,30,94,0,0,0,0,79,6,27,11,16.002,8,7,9,9,0
Q8VIH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VII6,0,0,0,0,0,0,0,0,9,29,18,27,18,2,7,0,1,0,0,0,0,0,0,0,0,0,0,53,50,47,0,0,0,0,1,0
Q8VRZ2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VWF5,441.857,66,42,157,6,0,21,53,41,359,61,247,324,96,33,19,7,2655.229,1977.655,977.265,1429.839,174.317,0,0,0,0,3,276,385,177,135,368,1014,337,1076,0
Q8VWG7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VWI1,35,188,132,253,2,1,0,0,0,0,0,0,0,0,0,0,0,59,79,25,8,8,0,0,0,0,47,0,0,0,0,0,0,0,0,0
Q8VWN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VWY7,67,28.168,11,31.628,0,0,0,1,1,14,14,20,27,10,9,4,0,218,266,125,43,60,0,0,0,0,10.441,7,7,5,2,0,0,11,5,0
Q8VWZ8,0,21,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Q8VX13,0,64,44,67,1,0,2,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q8VXP3,48,114,63,179,3,0,2,3.85,13,48.117,19,25,36,15.009,15.881,5,25,113,117,39,45,17,0,0,0,0,5,4.13,8.956,7.305,17.495,10.251,9.389,0,56.138,0
Q8VXQ2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.991,125,36,74,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VXV4,0,118,81,207,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Q8VXV7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VXY7,0,30,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VXZ0,2,45,15,69,1,0,0,0,0,0,0,0,0,0,0,0,3,8,23,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q8VXZ7,169,48,32,92,3,0,1,3,4,9,14,11,27,76,34,78,8,880,690,309,372,50,0,0,0,0,19,18,10,60,7,9,10,0,3,0
Q8VY00,90,102,83,171,0,0,0,2,3,16,3,5,3,32,1,9,6,315,455,174,130,51,0,0,0,0,43,0,0,0,3,4,6,2,28,0
Q8VY06,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.995,387,112,290,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VY08,20,8,23,26,0,0,0,0,4,2,3,4,0,0,0,0,0,62,82,20,22,9,0,0,0,0,19,0,0,1,0,3,1,2,1,0
Q8VY09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0
Q8VY10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VY15,7,66,54,123,7,0,0,0,0,0,0,0,0,0,0,0,0,42,48,33,7,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Q8VY26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,159,44,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VY52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VY63,0,60,51,94,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Q8VY74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Q8VYB7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,60,13,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VYC8,0,10,11,15,2,0,0,1,0,1,0,0,1,26,4,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0
Q8VYF4,0,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VYI0,0,91,55,121,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Q8VYJ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VYK7,0,4.983,6.995,37.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VYL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VYL8,0,34,25,70,0,0,29,44,52,61,81,153,153,111,92,63,0,0,0,0,0,0,0,0,0,0,0,80,48,49,143,355,216,248,226,0
Q8VYM2,0,29,25,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Q8VYN6,145,105,63,196,5,0,20,42,2,61,5,33,42,293,151.945,121,0,388,347,185,102,56,0,0,0,0,0,225,288,178,79,294,311,160,340,0
Q8VYP5,169,19,21,44,0,0,10,22,1,0,0,1,3,55,25,17,0,465,528.026,184,355,74,0,0,0,0,6,0,1,0,256,461,470,274,536,0
Q8VYP9,0,5,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Q8VYS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VYU7,104,51,49,141,0,1,0,0,0,0,0,0,0,0,0,0,0,220,327,146,90,30,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Q8VYW1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,131,71,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VYZ2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,78,13,49.994,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZ10,97.895,2,1,12,0,1,0,1,0,2,1,1,0,245,3,398,17,500.753,399.609,98.019,282,21,0,0,0,0,0,10,14,2,0,1,0,7,1,0
Q8VZ14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZ42,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q8VZ96,0,0,0,0,0,0,0,4.418,1,2.876,0,2,4,14.837,11,8.944,0,0,0,0,0,0,0,0,0,0,0,32.377,24,17,20.057,27.262,53.05,20.485,33.305,0
Q8VZC3,62,14,22,61,7,0,0,0,0,0,2,1,0,95,34,40,0,117,96,46,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZC9,6,29,27,38,2,0,0,1,0,0,0,0,0,0,2,0,0,6,10,1,21,2,0,0,0,0,0,0,0,0,18,25,28,33,11,0
Q8VZD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZD5,83,68,44,162,2,0,0,2,0,1,0,2,0,1,1,0,6,331,256,82,97,41,2,0,0,0,7,4,14,3,2,6,8,7,4,0
Q8VZE4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZE7,119.544,554,430,1013,24,2,4,3,47,96,22,56,62,249.516,128.542,111,42,292.065,339.935,118,102,147.3,0,0,0,0,114,81.458,100.663,122.499,21,73.508,52,19,137,0
Q8VZF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZF6,31,36,44,78,0,0,0,1,5,23,6,6,7,27,1,8,0,84,69,32,18,38,0,0,0,0,0,0,5,9,1,7,0,2,5,0
Q8VZG1,0,0,0,0,0,0,0,0,0,3,4,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0
Q8VZG8,0,0,0,0,0,0,0,0,5,52,14,17,10,13,8,7,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,23,10,7,37,0
Q8VZH2,0,99,71,154,9,0,2,7,6,18,9,24,10,95,30,31,0,0,0,0,0,0,0,0,0,0,27,11,1,16,12,3,4,14,11,0
Q8VZI2,7.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.794,81.305,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZI8,85.999,47,51,154,6,0,0,0,0,4,8,0,2,0,0,0,6,630,519,245,283,42,0,0,0,0,0,0,0,0,3,0,0,0,10,0
Q8VZJ7,35,45,15,76,1,0,0,2,4,36,18,8,12,19,0,5,8,112,90.759,19.1,29,24,0,0,0,0,20,5,5,3,0,4,3,9,3,0
Q8VZK0,0,1,0,6,0,0,0,0,0,0,1,5,2,15,12,8,0,0,0,0,0,0,0,0,0,0,0,15,15,14,0,1,5,0,0,0
Q8VZM1,57.615,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,329.223,294.737,159.643,34.871,37.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZM5,61,220,145,430,2,1,4,10,0,2,2,5,11,11,5,5,0,486,672,279,110,51,0,0,0,0,28,3,0,5,36,11,20,14,25,0
Q8VZN9,0,66,39,153,1,2,0,0,3,5,6,5,5,4,0,0,10,0,0,0,0,0,0,0,0,0,20,20,11,30,16.389,70.834,31.108,26.04,35.448,0
Q8VZP1,21,0,0,0,0,0,0,0,1,0,0,0,0,11,11,9,0,20,35,12,0,6,0,0,0,0,0,0,0,0,3,3,3,2,3,0
Q8VZP6,0,24,15,71,0,0,0,0,0,9,9,2,4,21,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q8VZQ6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZR0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8VZS0,14,75.988,59,89,1,0,1,0,0,0,0,1,1,13,1,3,0,64.13,70.999,11.999,10,14,0,0,0,0,2,0,0,0,5,0,0,0,0,0
Q8VZW1,57,0,0,0,0,0,58.5,75,22.28,140.916,25.678,125.509,138.23,489.867,234.438,146.356,3,213,278,133.994,54,31,0,0,0,0,0,0,0,1.041,207,409.351,497.936,543,450,0
Q8W034,31,89,46,118,4,0,0,0,3,2,3,3,12,0,0,0,4,55,115,54,18,32,0,0,0,0,0,0,1,0,2,0,0,1,2,0
Q8W036,12,0,0,0,0,0,13,5,1,0,0,19,4,365,201,152,4,149.999,49,47,15,0,0,0,0,0,0,15,50,35,0,2,0,0,0,0
Q8W0H5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,80,35,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W0Y9,0,9,15,38.017,2,1,0,7,1,5,6,6,3,15,19,11,6,0,0,0,0,0,0,0,0,0,5,0,0,0,9,9,11,6,18,0
Q8W0Z6,18,6,3,3,2,0,0,2,0,16,3,2,26,43,12,11,0,87,76,34,28,10,0,0,0,0,0,0,0,0,35,18,37,10,36,0
Q8W0Z9,96,89,55,190,3,0,0,4,0,8,4,6,12,98,32,30,28.999,430.55,337.319,179.988,105,37.725,0,0,0,0,3,2,6,8,21,125,74,46,69,0
Q8W103,75,141.211,130.392,428,9,0,8,7,4,24,12,13,16,44,20,33,6,161,215,73,35,35,0,0,0,0,68,17,37,16,132,179,285,160,330,0
Q8W117,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W171,510.647,957,601,1441.606,24,0,0,0,0,0,0,0,0,0,0,0,52,1879.567,1774.738,854.773,1242.787,243.833,0,0,1,0,109,0,0,0,0,0,0,0,0,0
Q8W1K8,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W1L6,0,0,0,0,0,0,0,0,0,0,0,16.964,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W1S1,6,17,32,52,0,0,0,0,0,0,0,5,0,2,1,0,0,39,31,12,0,10,0,0,0,0,10,1,0,0,0,3,0,0,1,0
Q8W1X2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W1Y3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W257,0,272.028,142.452,407.015,9.002,0,1,0,1,0,0,2,2,11,10,5,31.999,0,0,0,0,0,0,0,0,0,81,1,0,0,0,0,0,2,0,0
Q8W3D9,0,0,0,0,0,0,6,12,63,148,115,283,265,222,91,108,0,0,0,0,0,0,0,0,0,0,0,81,84,58,62,62,86,76,84,0
Q8W3L1,0,22,14,36,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Q8W413,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,63,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W420,7.007,32,17,54,0,0,0,0,0,0,0,0,0,0,0,0,3,37.026,10.008,8,5.001,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q8W425,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q8W469,0,83,60,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Q8W485,99,73,72,76,2,2,0,6,0,3,0,2,1,3,0,0,5,395,395,128,98,36,0,0,0,0,5,0,5,1,2,3,3,0,4,0
Q8W487,0,166.351,92.032,315.25,4,1,0,0,0,0,0,15,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
Q8W488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W489,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W490,90,231,222,627,3,0,8,4,4,70,22,38,62,194,138.003,74,73,591,522,191,244,30.742,0,0,0,0,27,56,88,44,36,54,28,20,39,0
Q8W493,0,9,15,34,0,0,43,62,0,2,0,1,4,512,284,211,25,0,0,0,0,0,0,0,0,1,7,414,756,461,963,1874,2079,2688,1514,0
Q8W496,0,34,23,129,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Q8W4A7,0,0,0,0,0,0,0,0,2,0,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,7,0,4,15,0
Q8W4D0,153,175,110,288,6,0,0,0,7,45,11,37,37,0,0,5,15,384.883,470,231,107,50,0,0,0,0,38,1,6,1,9,3,3,1,4,0
Q8W4D6,0,39,27,138.223,0,0,0,0,2,13,8,16,36,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0
Q8W4D8,8,72,80,88,1,0,0,0,0,0,0,1,0,0,0,0,0,39,46,15,13,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Q8W4E1,21,23,15,31,1,0,0,1,0,1,1,6,0,22,14,10,4,81,65,31,12,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Q8W4G3,27,62,83,130,0,0,2,0,6,13,21,32,16,76,58,30,13,140,153,83,21,18,0,0,0,0,10,2,0,0,0,4,2,1,2,0
Q8W4I7,128,59,65,306,2,0,6,14,16,63,14,74,80,95.041,17,9,14,403,472,292,163,54,0,0,0,0,18,96,66,101,17,85,28,9,48,0
Q8W4I9,668.63,566.782,401.588,876.327,11.124,35,0,0,0,1,1,5,4,30,5,8,14,4465.306,3168.259,1440.358,2430.12,182.697,0,0,0,0,34,0,0,1,0,0,0,0,0,0
Q8W4K1,0,18,14,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Q8W4K3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W4M5,54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,202,173,48,83,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W4M7,169,28,28,103,0,0,8,1,13,44,14,33,44,13,6,4,5,1004,744,317,348,70,0,0,0,0,17,79,51,49.808,37,44,67,50,100,0
Q8W4N3,0,34,14,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q8W4P9,3,0,0,0,0,0,0,2.432,2.216,20.624,2,26.521,24.68,0,0,0,0,18,10,9,0,0,0,0,0,0,0,8.842,16.101,15.149,28.029,48.374,4.318,15.052,52.291,0
Q8W4Q3,0,11,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W4R3,28,0,0,0,0,0,0,0,0,17,6,2,0,24,1,0,2.556,179,177,85,30,11,0,0,0,0,0,0,1,9,0,16,8,0,13,0
Q8W4R8,46.023,65,44,113,1,0,8,25,32,202,100,184,228,550,244,251,10,171,137,45,26,33,0,0,0,0,8,535,814,481,140,350,363,362,328,0
Q8W4S4,116,0,0,0,0,0,0,1,2,5,1,7,7,0,0,0,4,674,462,206,259,36,0,0,0,0,0,1,0,3,3,10,11,0,23,0
Q8W4S6,0,33,27,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q8W566,238,212.482,139,352,1,1,0,0,80,248,168,244,236,13,4,12,22,1165,1289,369,771,88,0,0,0,0,42,2,0,1,3,0,0,0,1,0
Q8W571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W585,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8W586,3,50,25,44,0,0,9,9,15,67,40,61,82,159,68,69,1,18,22,17,1,0,0,0,0,0,5,65,59,108,102,129,136,125,143,0
Q8W593,0,17,18,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Q8W5R5,0,0,0,0,0,0,0,1,0,4,0,1,3,17,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Q8W855,0,46,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q8WHZ6,22.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.208,136.075,42.023,6.003,23.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WMS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WMY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WN03,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WNU8,0,0,0,0,0,0,3,3,0,0,0,5,0,24,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,17,31,22,0
Q8WNY2,46,31,24,93,0,0,2,1,1,52,3,25,37,18,2.508,12,6,333,320,148,50,29,0,0,0,0,4,6,4,2,2,12,4,4,27,0
Q8WPW2,0,0,1.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WQ53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,63,31,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WQC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WQI5,0,121.137,66.824,134.741,3.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.804,0,0,0,0,0,0,0,0,0
Q8WSR4,74,67,32,111,4,0,0,3,0,2,0,0,7,1,3,1,0,291,340.909,113,67,42,0,0,0,0,20,43,27,34,0,1,0,0,0,0
Q8WTJ4,41,73,68.728,139,2,0,0,0,0,0,0,18,0,4.002,15,3,6,309,179,119,79,5,0,0,0,0,7,0,2,2,0,2,1,2,2,0
Q8WTR2,0,63,72,114,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
