"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_D"
"Q8W4A7",0,0,0,0,0,0,0,0,2,0,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,0,5,19,0
"Q8W4D0",107,127,78,207,4,0,0,0,5,30,7,24,23,0,0,3,11,531,627,305,156,69,0,0,0,0,49,1,12,1,17,7,7,1,9,0
"Q8W4D6",0,5,3,23,0,0,0,0,1,2,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,1,0,0,0
"Q8W4D8",5,49,55,59,1,0,0,0,0,0,0,1,0,0,0,0,0,59,69,23,20,23,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"Q8W4E1",7,10,5,9,1,0,0,1,0,1,1,1,0,11,9,5,3,143,116,54,30,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"Q8W4G3",3,21,42,50,0,0,1,0,2,2,9,10,3,34,34,13,8,292,301,155,59,37,0,0,0,0,18,9,0,0,0,18,11,1,11,0
"Q8W4I7",101,27,41,319,1,0,4,10,12,50,6,67,71,74,6,2,13,510,555,319,214,68,0,0,0,0,22,115,92,119,35,127,57,27,79,0
"Q8W4I9",685,571,371,789,3,36,0,0,0,1,1,1,1,1,1,1,4,4663,3459,1544,2437,265,0,0,0,0,58,0,0,1,0,0,0,0,0,0
"Q8W4K1",0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
"Q8W4K3",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8W4M5",89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,120,103,28,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8W4M7",243,26,28,120,0,0,10,1,17,55,16,39,54,10,5,3,6,780,587,251,282,60,0,0,0,0,15,70,51,47,40,50,69,55,93,0
"Q8W4N3",0,4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Q8W4P9",5,0,0,0,0,0,0,3,3,18,3,22,21,0,0,0,0,7,3,5,0,0,0,0,0,0,0,6,16,16,35,61,2,11,74,0
"Q8W4Q3",0,11,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8W4R3",32,0,0,0,0,0,0,0,0,19,7,3,0,27,1,0,3,168,170,83,25,10,0,0,0,0,0,0,1,7,0,12,6,0,10,0
"Q8W4R8",12,22,14,38,1,0,4,14,20,155,77,139,178,503,216,233,5,343,278,98,70,60,0,0,0,0,15,601,894,545,210,483,491,489,439,0
"Q8W4S4",181,0,0,0,0,0,0,1,4,9,1,12,12,0,0,0,7,447,305,136,171,24,0,0,0,0,0,1,0,2,2,6,7,0,14,0
"Q8W4S6",0,4,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Q8W566",71,65,36,102,1,1,0,0,51,142,117,142,124,1,1,1,8,1957,2026,638,1194,169,0,0,0,0,71,14,0,1,21,0,0,0,1,0
"Q8W571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8W585",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8W586",1,22,9,14,0,0,6,5,9,42,27,38,54,114,47,50,1,53,59,39,1,0,0,0,0,0,9,97,94,148,147,195,202,188,205,0
"Q8W593",0,7,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"Q8W5R5",0,0,0,0,0,0,0,1,0,1,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"Q8W855",0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Q8WHZ6",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WMS6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WMY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WN03",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WNU8",0,0,0,0,0,0,2,2,0,0,0,3,0,13,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,30,53,38,0
"Q8WNY2",34,20,15,79,0,0,2,1,1,55,2,20,33,9,1,8,6,371,348,159,70,35,0,0,0,0,6,12,9,5,6,24,11,11,40,0
"Q8WPW2",0,0,1.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WQ53",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WQC9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WQI5",0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
"Q8WSR4",93,85,37,140,5,0,0,3,0,2,0,0,6,1,2,1,0,263,293,101,69,38,0,0,0,0,17,41,29,33,0,1,0,0,0,0
"Q8WTJ4",29,53,50,100,2,0,0,0,0,0,0,13,0,3,11,3,5,412,242,158,108,8,0,0,0,0,10,0,4,3,0,4,1,4,4,0
"Q8WTR2",0,7,7,11,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Q8WTS6",0,1,1,2,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Q8WTT0",0,0,0,0,0,0,0,1,1,2,2,2,2,25,11,13,0,0,0,0,0,0,0,0,0,0,0,20,15,30,0,0,15,10,0,0
"Q8WTU2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WTX9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WU39",0,8,11,17,0,0,0,0,2,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,12,0,7,8,9,0,0,14,0
"Q8WU66",0,14,12,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WU67",8,107,41,129,5,0,0,2,2,9,1,2,2,8,1,3,1,88,132,64,14,16,0,0,0,0,35,0,13,6,6,24,38,5,47,0
"Q8WUD4",26,157,92,182,4,0,1,4,0,0,0,4,0,5,0,5,0,120,156,36,11,58,0,0,0,0,73,2,8,8,1,1,5,2,2,0
"Q8WUH2",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WUJ0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WUJ3",17,0,0,0,0,0,0,0,3,7,4,7,13,141,61,58,0,75,33,36,8,3,0,0,0,0,0,0,1,1,174,299,156,50,218,0
"Q8WUK0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WUX1",0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"Q8WV19",152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WV93",0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
"Q8WVE0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WVJ2",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,37,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WVL7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WVM8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WVQ1",0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Q8WVY7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WW22",0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WW32",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WW35",20,23,11,39,0,0,0,0,22,87,41,67,71,3,1,0,0,341,466,252,267,86,0,0,0,0,45,2,4,5,3,9,3,11,3,0
"Q8WW52",0,14,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WWF5",135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WWF6",2,211,188,583,4,1,125,288,289,1159,712,1261,1307,503,245,146,7,1580,1402,679,440,210,0,0,0,0,189,2572,3461,2508,2596,3540,4309,3033,3403,0
"Q8WWF8",0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WWI5",64,11,12,13,0,0,1,0,0,2,1,1,1,21,21,8,22,440,435,178,130,40,0,0,0,0,1,5,1,5,0,1,5,0,1,0
"Q8WWT9",0,30,21,54,1,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,75,65,39,59,0
"Q8WXB1",10,32,32,64,3,0,0,0,0,0,0,0,0,0,0,0,0,28,98,44,13,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"Q8WXD9",0,0,0,0,0,0,0,0,0,2,3,0,1,1,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WXE0",115,45,25,62,2,0,0,0,0,0,0,7,0,0,0,0,2,183,238,139,42,74,0,0,0,0,3,0,4,0,0,0,0,0,0,0
"Q8WXH4",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WXK3",0,0,0,0,0,0,0,3,2,17,3,14,23,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,34,96,25,91,0
"Q8WXQ8",0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
"Q8WXW3",17,64,47,105,4,0,0,6,3,3,3,13,9,89,41,42,3,233,259,129,19,11,0,0,0,0,27,62,45,47,73,41,137,14,69,0
"Q8WXX0",326,737,493,767,9,1,18,21,13,32,6,7,9,31,2,3,42,979,1081,421,328,109,0,0,0,0,23,737,839,571,38,87,172,101,248,0
"Q8WXX5",1,24,9,24,5,0,0,0,0,0,0,0,0,0,0,0,0,35,72,18,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"Q8WYA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WYK0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WYR4",2,98,78,180,4,0,0,2,0,1,1,1,1,29,13,3,0,62,105,25,0,9,0,0,0,0,60,0,1,6,6,28,27,0,48,0
"Q8WZ04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WZ42",161,193,150,472,13,1,2,19,5,128,18,50,39,18,2,10,50,1174,1077,468,367,126,0,0,0,0,83,111,98,106,96,278,169,151,308,0
"Q8WZ60",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,17,31,17,0,0,0,0,0,0
"Q8WZA1",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WZE0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8X034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8X097",340,0,0,19,7,10,0,0,0,0,0,0,0,4,0,0,0,761,577,232,298,31,0,3,0,3,0,0,0,0,0,0,0,0,0,0
"Q8X0J4",0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
"Q8X0Z0",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
"Q8X187",8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,69,48,23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8X1N9",0,28,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8X1T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8X239",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Q8X5X6",15,14,22,48,0,0,0,0,0,0,0,1,0,14,1,10,1,41,44,22,23,17,0,0,0,0,0,21,23,44,0,0,0,0,0,0
"Q8X691",0,4,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
"Q8X8J3",0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
"Q8XA10",48,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,17,29,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Q8XA81",0,0,0,0,0,0,0,5,6,0,3,15,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,28,14,13,23,48,9,20,20,0
"Q8XAJ0",0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
"Q8XAR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XBJ0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XBT6",121,7,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,91,96,31,43,22,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"Q8XHV5",0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XJL8",0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,6,0,1,0,3,1,0
"Q8XL57",1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XLQ0",0,35,19.976,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XMG8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XNS6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XNV1",21,101,90,195,3,0,0,0,0,0,0,0,0,0,0,0,4,121,196,56,52,14,0,0,0,0,69,0,0,0,0,0,0,0,0,0
"Q8XRV9",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,48,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XRZ0",38,0,0,0,0,0,0,0,0,1,1,7,0,0,7,1,0,32,23,6,10,0,0,0,0,0,0,22,43,15,0,0,3,0,1,0
"Q8XSF6",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"Q8XTY1",23,5,4,25,2,0,0,0,0,0,0,0,0,0,0,0,10,212,195,73,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XVH9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XXB6",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8XXY9",0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
"Q8XYP7",10,40,30,41,6,0,0,0,0,0,0,0,0,0,0,0,0,127,66,48,50,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
"Q8XYX8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8Y571",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8YA32",15,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,6,62,80,47,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8YDS2",17,80,57,179,3,0,0,0,0,1,0,0,1,62,18,27,6,603,456,235,98,26,0,0,0,0,26,13,9,20,0,0,0,0,5,0
"Q8YLJ6",0,0,3.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8YM56",54,6,5,67,2,0,1,0,5,0,0,23,1,1,0,1,6,263,217,80,120,23,0,0,0,0,17,0,10,0,0,1,0,0,0,0
"Q8YMS8",0,0,0,0,0,0,40,88,30,95,77,102,138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,2026,1628,1470,1708,0
"Q8YMZ8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8YNI3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8YP49",0,46,36,117,0,0,3,1,0,0,1,2,2,15,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,57,99,119,109,86,0
"Q8YPJ8",0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0
"Q8YQ64",0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0
"Q8YQC1",0,63,20,49,0,0,1,0,2,1,10,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,18,41,36,8,34,0
"Q8YQD8",53,0,0,0,0,0,0,0,3,1,0,2,0,21,5,10,4,235,204,86,118,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Q8YQZ8",0,0,0,0,0,0,0,0,0,0,1,27,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,52,27,0,0,0,0,0,0
"Q8YRI1",15,564,445,908,7,1,17,38,53,46,62,90,91,164,53,31,54,962,938,396,268,124,0,0,0,0,159,478,392,402,477,793,602,461,718,0
"Q8YRU9",134,201,243,750,5,0,188,370,80,474,62,392,403,2624,1830,855,116,5327,4533,1796,1945,441,0,0,0,0,78,2192,3398,1936,1934,4791,6081,4169,5246,0
"Q8YSU5",508,0,0,0,0,0,0,0,1,11,1,14,9,15,0,1,9,699,832,304,120,115,0,0,0,0,0,3,7,3,1,2,2,2,5,0
"Q8YTC2",25,45,48,195,2,0,53,101,138,532,215,513,480,329,289,89,4,1068,1002,413,275,154,0,0,0,0,39,942,902,611,1099,1762,1920,1756,1848,0
"Q8YV57",2,43,26,45,1,0,2,3,31,79,57,67,74,9,5,6,2,100,120,54,49,14,0,0,0,0,73,147,166,56,22,51,83,8,114,0
"Q8YVS7",0,27,34,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8YW74",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8YWD8",430,227,197,330,5,0,2,0,0,0,0,1,0,3,0,1,0,1071,931,459,806,104,0,0,0,0,33,0,1,0,0,6,4,0,0,0
"Q8YXZ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8YYB4",0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0
"Q8YZA0",0,10,6,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0
"Q8Z044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8Z2Y0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8Z3L5",0,31,20,49,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,4,7,4,0,5,1,0,1,0
"Q8Z3V2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8Z4M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8Z9J5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZBV7",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Q8ZCA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZEG0",0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZES9",25,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,65,43,16,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZFU1",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZH36",0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,6,5,11,5,4,0,0,1,0
"Q8ZI40",41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40,149,19,4,12,0,0,0,0,0,1,1,1,1,1,1,1,1,0
"Q8ZIV4",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZKR2",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZLX2",0,0,5.73,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZMX2",0,0,0,0,0,0,0,0,17,0,2,7,1,7,18,1,0,0,0,0,0,0,0,0,0,0,0,84,63,121,0,0,0,0,9,0
"Q8ZPI0",0,0,0,0,0,0,0,0,3,1,2,4,4,8,6,4,0,0,0,0,0,0,0,0,0,0,0,9,10,9,27,0,0,0,7,0
"Q8ZPP6",139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZRM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ZRP8",0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"Q8ZRS8",757,0,0,0,0,0,223,394,0,18,0,0,22,37,9,25,0,1002,956,403,846,32,0,0,0,0,0,0,1,1,543,1871,2173,1162,2186,0
"Q8ZSB0",0,0,0,0,0,0,0,0,1,1,2,1,1,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,24,0,7,0,0
"Q8ZU41",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
