Entry,A,B,C,D,Total
Q9CD87,1,1,1,0,3
Q9CD89,1,0,0,0,1
Q9CEM5,1,0,0,0,1
Q9CFC9,0,0,1,1,2
Q9CFU9,0,0,1,1,2
Q9CG20,0,0,1,0,1
Q9CHX5,1,0,0,0,1
Q9CIM0,1,0,0,0,1
Q9CIV4,1,0,0,0,1
Q9CIX2,0,0,1,1,2
Q9CK02,1,0,0,1,2
Q9CKY9,1,0,1,0,2
Q9CL21,0,0,0,1,1
Q9CM51,0,1,1,0,2
Q9CN04,0,0,0,1,1
Q9CNF3,1,0,0,1,2
Q9CPE0,0,1,1,1,3
Q9CPN8,0,0,0,1,1
Q9CPR4,0,1,0,0,1
Q9CPU4,1,0,0,0,1
Q9CPV0,1,0,0,0,1
Q9CPW0,0,0,1,0,1
Q9CPW7,1,1,1,1,4
Q9CQ04,0,0,1,0,1
Q9CQ07,0,0,0,1,1
Q9CQ33,0,0,0,1,1
Q9CQ46,1,1,1,1,4
Q9CQ52,1,0,1,0,2
Q9CQ71,0,0,1,0,1
Q9CQ79,1,1,1,1,4
Q9CQA6,0,0,1,0,1
Q9CQA9,0,0,0,1,1
Q9CQD1,0,1,0,0,1
Q9CQE8,1,0,0,1,2
Q9CQF6,1,1,1,1,4
Q9CQF9,0,1,0,1,2
Q9CQL0,0,1,1,1,3
Q9CQQ8,0,1,0,1,2
Q9CQR4,1,1,1,1,4
Q9CQS5,1,0,0,0,1
Q9CQS8,1,0,0,0,1
Q9CQT2,0,0,1,1,2
Q9CQU8,1,0,0,0,1
Q9CQV3,0,0,1,0,1
Q9CQW0,0,1,0,0,1
Q9CR00,0,0,1,1,2
Q9CR16,0,0,0,1,1
Q9CR35,1,1,0,0,2
Q9CR40,0,0,1,1,2
Q9CR42,0,1,1,0,2
Q9CR80,0,1,0,1,2
Q9CR83,0,0,1,0,1
Q9CR92,1,1,1,1,4
Q9CRA4,1,1,1,1,4
Q9CRB3,0,0,0,1,1
Q9CRB6,0,1,0,0,1
Q9CSH3,1,0,0,0,1
Q9CSN1,0,0,0,1,1
Q9CSP9,0,0,0,1,1
Q9CTG6,1,0,1,1,3
Q9CU62,0,1,1,0,2
Q9CVD2,0,1,0,0,1
Q9CW42,0,0,0,1,1
Q9CWB7,1,1,1,1,4
Q9CWF6,1,1,1,0,3
Q9CWH5,0,1,0,0,1
Q9CWL8,1,1,1,0,3
Q9CWN7,0,1,0,0,1
Q9CWR2,1,1,1,1,4
Q9CWV0,0,1,0,1,2
Q9CWX9,0,1,1,1,3
Q9CWY3,0,0,1,0,1
Q9CX11,1,0,0,0,1
Q9CX86,1,1,0,0,2
Q9CXF0,1,0,0,0,1
Q9CXJ4,1,0,0,0,1
Q9CXK4,0,0,1,0,1
Q9CXT6,1,0,0,1,2
Q9CXW3,1,1,1,0,3
Q9CY45,0,1,0,0,1
Q9CY62,1,0,0,1,2
Q9CYH2,1,0,0,0,1
Q9CYI4,1,0,1,0,2
Q9CYL5,1,1,1,1,4
Q9CYW4,0,1,1,0,2
Q9CZB3,0,0,1,1,2
Q9CZD3,1,1,1,1,4
Q9CZJ0,0,0,0,1,1
Q9CZK6,1,1,0,1,3
Q9CZS3,0,1,1,0,2
Q9CZT4,0,0,1,1,2
Q9CZV8,1,0,1,0,2
Q9D020,1,0,0,0,1
Q9D081,0,0,1,0,1
Q9D099,1,1,1,1,4
Q9D0C1,1,0,1,1,3
Q9D0D3,0,0,0,1,1
Q9D0D4,1,1,1,0,3
Q9D0F1,1,0,1,1,3
Q9D0I6,0,0,0,1,1
Q9D0L4,1,1,1,1,4
Q9D0L8,1,0,0,0,1
Q9D0P8,1,1,1,1,4
Q9D0R2,0,0,1,0,1
Q9D0R4,0,0,1,1,2
Q9D0W5,0,0,1,0,1
Q9D106,1,1,1,1,4
Q9D113,1,0,1,0,2
Q9D136,0,1,1,0,2
Q9D180,1,1,1,1,4
Q9D187,1,1,0,0,2
Q9D1D4,1,1,0,1,3
Q9D1E6,1,0,0,1,2
Q9D1F3,0,0,0,1,1
Q9D1F5,1,0,0,0,1
Q9D1J1,0,1,0,0,1
Q9D1M0,0,0,1,0,1
Q9D1Q6,0,0,1,0,1
Q9D289,1,0,0,0,1
Q9D291,0,1,0,0,1
Q9D2C9,1,0,0,1,2
Q9D2H2,1,1,1,1,4
Q9D2H9,0,0,1,0,1
Q9D2J7,0,0,1,1,2
Q9D2N8,0,0,1,0,1
Q9D2V5,1,1,1,0,3
Q9D2X0,1,0,0,1,2
Q9D2Y9,0,1,0,1,2
Q9D306,0,1,1,0,2
Q9D309,1,1,1,1,4
Q9D3J5,0,1,0,0,1
Q9D411,1,0,0,0,1
Q9D4C9,0,1,0,0,1
Q9D4D4,0,1,1,1,3
Q9D4F8,0,0,0,1,1
Q9D4H7,1,0,0,1,2
Q9D4W2,0,0,1,0,1
Q9D504,1,1,0,0,2
Q9D531,1,1,1,1,4
Q9D534,0,1,1,0,2
Q9D554,1,0,0,0,1
Q9D565,0,1,1,0,2
Q9D572,0,1,0,0,1
Q9D5S7,0,0,0,1,1
Q9D5V2,1,0,0,0,1
Q9D6H2,0,1,1,1,3
Q9D6J1,0,0,1,0,1
Q9D6J3,1,0,0,0,1
Q9D6P8,1,1,1,1,4
Q9D6T1,1,1,1,1,4
Q9D6X5,0,1,1,0,2
Q9D6Y9,1,0,1,1,3
Q9D706,0,1,0,0,1
Q9D738,0,0,0,1,1
Q9D753,0,1,1,1,3
Q9D7B1,0,0,1,1,2
Q9D7E3,1,0,1,0,2
Q9D7H2,0,0,1,0,1
Q9D7H3,0,1,0,0,1
Q9D7R7,1,1,1,0,3
Q9D7V9,0,0,1,1,2
Q9D7X1,0,0,1,0,1
Q9D7X3,1,1,1,1,4
Q9D805,0,0,1,0,1
Q9D819,1,0,1,1,3
Q9D826,0,1,0,0,1
Q9D832,0,1,1,0,2
Q9D845,0,0,1,0,1
Q9D8I1,1,0,1,1,3
Q9D8K3,0,0,0,1,1
Q9D8M4,1,0,0,0,1
Q9D8S9,1,0,0,0,1
Q9D8U7,1,1,1,1,4
Q9D8V0,0,0,1,0,1
Q9D8W5,0,1,1,1,3
Q9D8X5,1,0,1,0,2
Q9D8Z1,1,1,1,1,4
Q9D906,0,0,1,1,2
Q9D967,1,1,1,1,4
Q9D994,0,1,0,0,1
Q9D9H8,0,0,0,1,1
Q9D9J3,0,0,1,0,1
Q9D9Q0,0,0,1,1,2
Q9D9T8,0,1,1,1,3
Q9D9X6,0,1,1,1,3
Q9DA39,0,1,1,1,3
Q9DA80,0,0,1,1,2
Q9DAA6,1,0,1,1,3
Q9DAJ5,0,1,0,1,2
Q9DAK2,1,1,1,1,4
Q9DAK8,0,1,1,1,3
Q9DAM1,1,1,1,1,4
Q9DAN9,1,1,1,1,4
Q9DB16,0,1,0,0,1
Q9DB26,0,0,1,1,2
Q9DB29,1,0,0,0,1
Q9DB30,1,0,1,1,3
Q9DB96,0,1,1,0,2
Q9DBB8,1,0,1,0,2
Q9DBB9,0,1,1,1,3
Q9DBC7,0,0,0,1,1
Q9DBF7,1,0,0,0,1
Q9DBG3,1,0,1,1,3
Q9DBG7,1,0,0,0,1
Q9DBI0,0,0,1,1,2
Q9DBK0,1,1,1,1,4
Q9DBM0,1,0,0,0,1
Q9DBM2,1,0,0,0,1
Q9DBP0,1,1,0,0,2
Q9DBS4,0,0,1,1,2
Q9DBS5,0,0,1,1,2
Q9DBT3,0,0,1,0,1
Q9DBT5,1,1,1,1,4
Q9DBT9,1,1,1,1,4
Q9DBU5,0,1,1,1,3
Q9DBV3,0,0,1,1,2
Q9DBY1,0,1,0,0,1
Q9DBY8,1,0,0,0,1
Q9DC37,1,1,1,1,4
Q9DC48,1,1,1,1,4
Q9DC60,1,0,0,0,1
Q9DCB8,1,0,0,0,1
Q9DCD2,1,0,0,0,1
Q9DCG9,0,1,1,1,3
Q9DCM0,1,1,1,1,4
Q9DCM4,0,1,0,1,2
Q9DCN1,0,1,1,1,3
Q9DCN2,1,0,0,0,1
Q9DCP2,0,1,0,1,2
Q9DCT1,0,0,1,0,1
Q9DCW4,0,0,0,1,1
Q9DD03,0,1,0,0,1
Q9DD18,0,1,1,1,3
Q9DD20,1,1,1,0,3
Q9DDE3,1,0,0,0,1
Q9DE07,0,1,1,0,2
Q9DE26,1,1,1,1,4
Q9DE27,1,1,0,1,3
Q9DE46,1,1,1,0,3
Q9DED4,0,1,0,0,1
Q9DER5,1,1,1,0,3
Q9DER7,1,1,0,0,2
Q9DEX3,1,0,0,0,1
Q9DF35,1,0,0,0,1
Q9DF36,1,1,1,1,4
Q9DF58,1,0,1,1,3
Q9DG39,0,1,1,0,2
Q9DG68,1,1,1,1,4
Q9DG98,0,1,1,1,3
Q9DGA5,0,1,1,1,3
Q9DGD1,1,0,1,1,3
Q9DGD3,1,0,0,1,2
Q9DGI3,0,0,0,1,1
Q9DGN1,0,1,0,0,1
Q9DGQ7,1,0,1,0,2
Q9EP71,0,1,1,1,3
Q9EP75,1,0,0,0,1
Q9EPA7,0,0,0,1,1
Q9EPB1,1,1,1,0,3
Q9EPE9,1,0,1,0,2
Q9EPH8,1,1,1,1,4
Q9EPI0,0,0,0,1,1
Q9EPI9,1,1,1,1,4
Q9EPJ9,1,0,1,1,3
Q9EPK2,1,1,1,1,4
Q9EPK7,0,0,1,0,1
Q9EPL4,0,0,1,1,2
Q9EPL8,0,1,0,0,1
Q9EPU0,1,1,1,1,4
Q9EPX2,0,0,0,1,1
Q9EPZ8,1,0,0,0,1
Q9EQ15,1,0,0,1,2
Q9EQ20,1,0,0,0,1
Q9EQ60,1,1,1,1,4
Q9EQC5,0,1,1,1,3
Q9EQG6,1,1,1,1,4
Q9EQJ0,0,0,1,1,2
Q9EQN5,1,1,1,0,3
Q9EQP2,1,1,0,1,3
Q9EQS5,0,0,0,1,1
Q9EQU5,0,1,1,1,3
Q9EQV6,0,1,0,0,1
Q9EQW7,0,0,1,0,1
Q9EQX9,0,0,0,1,1
Q9ER47,1,1,0,0,2
Q9ER60,0,0,0,1,1
Q9ER69,1,1,1,0,3
Q9ERC1,0,1,1,1,3
Q9ERD9,1,1,1,1,4
Q9ERE3,0,0,0,1,1
Q9ERH3,0,1,1,1,3
Q9ERH8,0,0,1,0,1
Q9ERI6,1,1,1,0,3
Q9ERK0,1,1,1,1,4
Q9ERU9,0,0,1,0,1
Q9ES00,1,0,1,1,3
Q9ES07,0,0,1,1,2
Q9ES52,0,1,0,0,1
Q9ES70,1,1,1,1,4
Q9ES74,1,0,0,1,2
Q9ESF1,0,0,1,0,1
Q9ESF4,0,1,1,0,2
Q9ESG8,0,0,0,1,1
Q9ESM7,0,0,1,1,2
Q9ESX4,1,1,1,1,4
Q9ET30,1,0,1,0,2
Q9ET37,0,1,0,0,1
Q9EX73,1,1,1,1,4
Q9EYI6,1,0,0,0,1
Q9EYW9,0,0,1,0,1
Q9F234,0,1,1,1,3
Q9F326,0,0,1,0,1
Q9F5P3,1,0,0,0,1
Q9F7P4,0,1,1,0,2
Q9FBX1,1,0,0,1,2
Q9FDW8,1,1,1,0,3
Q9FDZ9,0,1,1,1,3
Q9FE01,1,0,0,0,1
Q9FE17,1,1,1,1,4
Q9FE62,1,1,1,1,4
Q9FE91,0,1,0,1,2
Q9FEB5,1,1,1,1,4
Q9FEC1,0,0,1,0,1
Q9FEF8,1,0,0,0,1
Q9FEW9,0,1,1,1,3
Q9FF09,0,0,0,1,1
Q9FF12,0,0,0,1,1
Q9FF15,0,0,0,1,1
Q9FF46,1,0,1,1,3
Q9FF55,1,1,1,1,4
Q9FF61,0,1,1,0,2
Q9FF66,1,0,0,1,2
Q9FFB6,1,0,0,0,1
Q9FFD8,0,1,1,1,3
Q9FFE3,1,0,1,0,2
Q9FFF9,0,0,1,0,1
Q9FFH8,0,0,1,0,1
Q9FFI2,0,0,0,1,1
Q9FFL1,1,1,1,0,3
Q9FFN2,1,0,1,1,3
Q9FFN7,1,0,1,0,2
Q9FFQ1,1,0,0,1,2
Q9FFT9,0,0,0,1,1
Q9FFU6,1,1,1,1,4
Q9FFY6,0,0,1,0,1
Q9FFZ1,1,1,1,1,4
Q9FFZ6,0,0,0,1,1
Q9FG00,0,0,1,1,2
Q9FG01,1,1,1,1,4
Q9FG23,0,0,1,0,1
Q9FG30,0,1,0,1,2
Q9FG33,0,0,0,1,1
Q9FG37,1,1,1,1,4
Q9FG59,1,0,1,0,2
Q9FG61,1,0,0,1,2
Q9FG70,1,1,1,1,4
Q9FG71,1,0,0,0,1
Q9FG73,1,0,0,0,1
Q9FG87,1,0,0,0,1
Q9FGC7,1,0,1,0,2
Q9FGD7,0,1,1,1,3
Q9FGF0,1,1,1,1,4
Q9FGI1,0,0,1,1,2
Q9FGK3,1,0,0,0,1
Q9FGK9,1,0,1,0,2
Q9FGL1,0,0,0,1,1
Q9FGQ6,0,1,1,1,3
Q9FGR9,1,1,1,0,3
Q9FGS0,1,0,0,1,2
Q9FGT8,1,1,1,1,4
Q9FGY9,0,1,0,0,1
Q9FGZ9,0,1,0,1,2
Q9FH02,1,0,1,0,2
Q9FH28,1,1,0,1,3
Q9FH40,0,0,0,1,1
Q9FH82,1,1,0,1,3
Q9FHB6,1,1,1,1,4
Q9FHF1,1,0,0,0,1
Q9FHJ6,1,0,0,0,1
Q9FHK0,0,1,0,1,2
Q9FHM7,1,0,0,1,2
Q9FHN8,1,1,1,1,4
Q9FHT4,1,1,1,1,4
Q9FHX2,0,1,0,0,1
Q9FI56,1,0,0,0,1
Q9FI61,1,1,1,1,4
Q9FI97,1,0,0,0,1
Q9FIB4,1,0,1,0,2
Q9FIF9,0,1,0,0,1
Q9FIH8,1,0,1,0,2
Q9FIH9,0,1,1,0,2
Q9FIJ0,0,0,1,0,1
Q9FIJ7,0,1,0,0,1
Q9FIK2,1,1,1,1,4
Q9FIK8,1,1,1,1,4
Q9FIM9,1,0,1,0,2
Q9FIN1,0,0,1,0,1
Q9FIQ0,1,1,1,1,4
Q9FIR0,0,1,0,1,2
Q9FIT7,1,1,1,1,4
Q9FIU7,1,0,0,0,1
Q9FIV6,1,1,1,1,4
Q9FIW4,1,1,1,1,4
Q9FIX3,1,1,1,1,4
Q9FIY7,1,1,1,1,4
Q9FIZ3,0,1,0,0,1
Q9FIZ9,1,1,1,1,4
Q9FJ09,0,0,1,0,1
Q9FJ47,1,1,1,1,4
Q9FJ54,0,1,0,0,1
Q9FJ55,0,1,0,0,1
Q9FJ70,0,0,0,1,1
Q9FJ74,0,0,1,0,1
Q9FJ79,1,0,0,0,1
Q9FJA6,1,0,1,0,2
Q9FJD4,0,1,1,1,3
Q9FJD6,1,0,0,1,2
Q9FJE6,0,1,1,1,3
Q9FJH6,1,0,1,1,3
Q9FJL0,0,1,1,1,3
Q9FJL3,1,1,1,1,4
Q9FJR0,1,1,1,1,4
Q9FJT9,1,1,1,1,4
Q9FJU4,0,0,1,0,1
Q9FJX2,1,1,1,1,4
Q9FJX5,0,1,1,1,3
Q9FK10,0,0,0,1,1
Q9FK29,0,1,0,0,1
Q9FK51,1,1,1,1,4
Q9FK59,1,0,0,0,1
Q9FKC3,0,0,1,0,1
Q9FKG3,0,0,1,1,2
Q9FKG5,1,1,1,1,4
Q9FKG6,0,0,0,1,1
Q9FKI4,1,1,1,1,4
Q9FKP1,0,0,1,1,2
Q9FKR3,1,0,0,0,1
Q9FKR9,1,1,1,1,4
Q9FKS0,1,1,1,1,4
Q9FKS8,0,1,0,0,1
Q9FKT5,1,1,1,1,4
Q9FKT8,0,1,1,1,3
Q9FKW4,1,1,1,0,3
Q9FKW6,0,1,0,0,1
Q9FKW9,1,0,0,0,1
Q9FKX5,0,0,0,1,1
Q9FL12,1,1,1,1,4
Q9FL25,0,1,0,1,2
Q9FL28,0,0,0,1,1
Q9FL33,1,1,1,1,4
Q9FL42,0,0,0,1,1
Q9FL54,0,0,1,0,1
Q9FL69,1,0,1,1,3
Q9FLC6,0,0,1,0,1
Q9FLD8,1,0,0,1,2
Q9FLF0,0,1,0,0,1
Q9FLG1,0,1,1,0,2
Q9FLJ4,0,0,0,1,1
Q9FLL3,1,0,0,1,2
Q9FLM3,1,1,1,0,3
Q9FLM8,0,1,0,1,2
Q9FLP9,0,1,0,0,1
Q9FLQ7,1,1,1,1,4
Q9FLU8,1,0,0,0,1
Q9FLU9,0,1,0,0,1
Q9FLX9,1,0,0,0,1
Q9FLY5,0,0,0,1,1
Q9FLZ3,1,0,1,1,3
Q9FLZ5,0,0,1,1,2
Q9FM04,1,1,1,0,3
Q9FM10,0,0,1,0,1
Q9FM67,1,1,0,1,3
Q9FM80,1,0,0,1,2
Q9FM85,0,0,1,0,1
Q9FM96,1,1,1,1,4
Q9FMA3,1,1,1,1,4
Q9FMC5,0,1,1,1,3
Q9FMD3,1,1,0,1,3
Q9FMF6,1,0,0,1,2
Q9FMF7,1,1,1,1,4
Q9FMH5,0,1,0,0,1
Q9FMH8,0,0,1,1,2
Q9FMJ0,1,0,0,0,1
Q9FMK9,0,0,1,1,2
Q9FMM4,1,0,1,1,3
Q9FMP5,1,1,1,1,4
Q9FMQ1,0,1,1,1,3
Q9FMR9,0,0,0,1,1
Q9FMU5,1,1,1,0,3
Q9FMW8,0,1,0,0,1
Q9FMX6,1,1,1,1,4
Q9FMY1,1,1,1,1,4
Q9FN03,1,1,1,1,4
Q9FN05,1,1,1,1,4
Q9FN18,0,1,1,0,2
Q9FN37,0,0,0,1,1
Q9FN78,0,1,0,0,1
Q9FNA3,1,0,1,0,2
Q9FNA9,0,1,0,0,1
Q9FNB0,1,1,1,1,4
Q9FNE2,0,1,1,1,3
Q9FNF2,1,1,1,1,4
Q9FNF8,0,0,1,0,1
Q9FNI6,1,0,0,0,1
Q9FNJ9,0,1,1,1,3
Q9FNL2,0,0,1,1,2
Q9FNM7,1,0,0,0,1
Q9FNN5,0,0,1,0,1
Q9FNP1,1,0,1,0,2
Q9FNQ1,1,1,1,1,4
Q9FNU2,1,1,1,1,4
Q9FNX5,1,0,0,0,1
Q9FNY7,0,1,0,1,2
Q9FNZ2,0,0,1,0,1
Q9FP13,0,1,0,0,1
Q9FPH0,0,1,0,0,1
Q9FPH3,0,1,1,0,2
Q9FPJ5,0,1,0,0,1
Q9FPJ8,0,0,1,1,2
Q9FPR3,0,1,0,0,1
Q9FPS2,0,1,1,0,2
Q9FPS4,1,1,1,0,3
Q9FPT1,1,1,1,1,4
Q9FQ02,1,0,1,0,2
Q9FQ04,1,0,0,0,1
Q9FQ08,1,0,0,0,1
Q9FQ09,0,0,1,0,1
Q9FQ25,1,1,0,1,3
Q9FR35,1,0,0,0,1
Q9FR44,1,1,1,1,4
Q9FR62,1,1,1,1,4
Q9FRL3,1,0,0,0,1
Q9FRL8,0,1,1,0,2
Q9FRS6,0,0,0,1,1
Q9FS87,1,0,0,0,1
Q9FS88,1,0,0,0,1
Q9FSF0,0,0,1,0,1
Q9FSG7,1,0,0,0,1
Q9FSY7,0,1,0,0,1
Q9FT69,0,0,0,1,1
Q9FT73,1,1,1,1,4
Q9FT97,0,1,1,1,3
Q9FUG4,0,1,0,1,2
Q9FUM9,0,0,1,0,1
Q9FUT3,1,0,1,1,3
Q9FUZ0,1,1,1,0,3
Q9FUZ2,1,1,1,0,3
Q9FV50,1,1,1,1,4
Q9FV52,0,0,1,0,1
Q9FV53,0,0,1,0,1
Q9FV54,0,0,1,0,1
Q9FVJ3,1,1,1,1,4
Q9FVN0,1,1,0,0,2
Q9FVQ0,1,0,0,0,1
Q9FVQ4,1,1,1,1,4
Q9FVQ5,0,0,0,1,1
Q9FVR6,1,1,1,1,4
Q9FVT2,0,0,1,1,2
Q9FVX1,1,0,0,0,1
Q9FWC1,0,1,1,0,2
Q9FWR2,1,1,1,1,4
Q9FWR4,1,1,0,0,2
Q9FWS4,1,1,1,1,4
Q9FWX6,1,1,0,0,2
Q9FWX7,1,1,1,1,4
Q9FWY9,0,1,0,0,1
Q9FX01,1,1,1,1,4
Q9FX21,1,0,0,1,2
Q9FX86,1,0,0,0,1
Q9FXA2,1,1,1,0,3
Q9FXE4,1,0,0,1,2
Q9FXG3,0,0,1,0,1
Q9FXI7,0,1,0,0,1
Q9FXM4,0,0,1,0,1
Q9FXM5,0,0,1,1,2
Q9FXT4,1,0,0,0,1
Q9FY06,1,1,0,0,2
Q9FY14,1,0,0,0,1
Q9FY46,1,1,1,1,4
Q9FY48,0,1,0,1,2
Q9FY68,0,0,1,0,1
Q9FY94,1,0,1,0,2
Q9FYA6,0,1,1,1,3
Q9FYC2,1,0,0,1,2
Q9FYC7,1,0,0,0,1
Q9FYE1,1,1,0,0,2
Q9FYE5,0,1,1,1,3
Q9FYG2,1,0,0,0,1
Q9FYG3,0,0,1,0,1
Q9FYK2,0,1,1,1,3
Q9FYL3,0,0,1,1,2
Q9FYL6,0,1,1,0,2
Q9FYN7,1,0,0,1,2
Q9FYQ8,1,0,0,0,1
Q9FZ36,1,1,1,0,3
Q9FZ48,1,1,1,0,3
Q9FZ62,0,0,1,0,1
Q9FZ75,1,0,0,0,1
Q9FZE1,1,1,1,0,3
Q9FZH5,0,0,1,1,2
Q9FZI8,1,1,1,1,4
Q9FZJ1,0,0,1,0,1
Q9FZL4,1,0,0,0,1
Q9GJS9,0,0,1,0,1
Q9GK11,0,0,1,0,1
Q9GKT2,0,0,0,1,1
Q9GKW8,0,1,0,1,2
Q9GKX6,1,1,1,1,4
Q9GKY1,1,0,0,0,1
Q9GKY7,0,1,0,0,1
Q9GL24,0,1,0,0,1
Q9GL77,0,1,1,0,2
Q9GLG2,0,0,0,1,1
Q9GLW9,1,1,1,1,4
Q9GLX9,1,0,1,1,3
Q9GLY5,1,0,0,0,1
Q9GM70,1,0,1,0,2
Q9GMY2,0,0,1,0,1
Q9GMY3,0,1,0,0,1
Q9GMY4,0,1,1,1,3
Q9GMY7,1,1,0,0,2
Q9GMY8,1,1,1,1,4
Q9GNN8,0,0,0,1,1
Q9GP32,0,0,0,1,1
Q9GPF1,1,0,0,0,1
Q9GPM4,1,1,1,1,4
Q9GPR3,0,0,0,1,1
Q9GPU2,0,1,0,1,2
Q9GQN0,0,0,1,0,1
Q9GQQ0,1,0,0,0,1
Q9GR88,1,1,1,1,4
Q9GRJ3,1,1,1,1,4
Q9GRT1,1,0,0,0,1
Q9GSB0,1,1,1,1,4
Q9GT45,0,1,0,0,1
Q9GTN7,0,1,0,1,2
Q9GTX8,0,1,1,1,3
Q9GU68,0,1,0,0,1
Q9GUI1,1,1,0,0,2
Q9GUM2,0,0,1,1,2
Q9GV16,1,1,1,1,4
Q9GV41,1,1,1,1,4
Q9GV72,0,0,0,1,1
Q9GYI4,1,1,0,1,3
Q9GYZ0,1,1,1,1,4
Q9GZE9,0,1,1,1,3
Q9GZM7,0,1,1,0,2
Q9GZP4,0,1,0,0,1
Q9GZS0,1,0,0,0,1
Q9GZT4,0,1,0,0,1
Q9GZT9,1,1,1,1,4
Q9GZV1,1,0,0,0,1
Q9GZV3,1,0,0,0,1
Q9H069,1,0,0,0,1
Q9H093,1,0,1,0,2
Q9H0A0,1,1,1,1,4
Q9H0B6,1,0,1,1,3
Q9H0C1,1,1,1,1,4
Q9H0C3,0,0,1,1,2
Q9H0C5,0,0,1,1,2
Q9H0C8,0,0,1,0,1
Q9H0F5,0,0,1,1,2
Q9H0F7,1,0,0,0,1
Q9H0J9,1,0,1,1,3
Q9H0L4,0,0,0,1,1
Q9H0R1,0,0,1,1,2
Q9H0R3,1,1,1,1,4
Q9H0R5,1,0,0,0,1
Q9H0Z9,1,0,0,0,1
Q9H1A3,0,0,1,0,1
Q9H1A4,0,1,1,1,3
Q9H1D9,0,1,1,1,3
Q9H1H9,1,0,1,1,3
Q9H1I8,1,1,1,1,4
Q9H1X1,1,0,0,0,1
Q9H1Y0,0,0,1,0,1
Q9H1Z4,0,0,1,0,1
Q9H221,1,0,1,0,2
Q9H223,1,1,1,1,4
Q9H252,1,1,1,1,4
Q9H270,0,1,1,0,2
Q9H2H9,1,0,0,0,1
Q9H2K2,1,1,1,1,4
Q9H2M9,0,0,1,1,2
Q9H2V7,0,0,1,0,1
Q9H330,0,1,0,1,2
Q9H361,0,1,0,1,2
Q9H3H3,0,1,0,0,1
Q9H3L0,0,0,1,0,1
Q9H3M0,0,1,1,0,2
Q9H3S3,0,1,0,0,1
Q9H3S4,0,0,0,1,1
Q9H490,0,1,1,1,3
Q9H4B4,0,0,1,1,2
Q9H4G4,1,1,1,1,4
Q9H4K1,1,1,1,1,4
Q9H4Z3,0,0,1,1,2
Q9H553,0,0,1,0,1
Q9H598,0,0,1,0,1
Q9H5I5,1,1,1,1,4
Q9H5Z1,0,1,1,1,3
Q9H649,1,0,0,1,2
Q9H672,0,0,1,0,1
Q9H6B9,1,0,0,0,1
Q9H6R3,0,1,1,1,3
Q9H6R4,1,0,0,0,1
Q9H6T0,0,0,1,1,2
Q9H6T3,1,0,0,1,2
Q9H6U8,1,0,0,0,1
Q9H6Y7,0,1,0,1,2
Q9H6Z4,0,0,1,0,1
Q9H6Z9,0,1,1,0,2
Q9H714,0,0,0,1,1
Q9H773,1,1,1,1,4
Q9H7B2,0,1,0,0,1
Q9H7B4,1,1,1,1,4
Q9H7Z7,0,0,1,1,2
Q9H832,0,1,0,1,2
Q9H867,0,1,1,0,2
Q9H8H2,0,0,0,1,1
Q9H8H3,1,1,1,1,4
Q9H8M5,1,0,1,1,3
Q9H8W5,0,0,0,1,1
Q9H8X9,1,1,1,1,4
Q9H8Y5,0,0,1,0,1
Q9H8Y8,0,1,1,1,3
Q9H992,1,1,1,1,4
Q9H9B1,1,1,0,0,2
Q9H9E1,1,1,0,0,2
Q9H9G7,0,0,1,0,1
Q9H9Q2,0,0,1,0,1
Q9H9S4,1,0,0,0,1
Q9H9V4,1,1,0,0,2
Q9H9V9,0,0,1,0,1
Q9H9Y6,0,1,1,1,3
Q9HAB8,0,0,1,0,1
Q9HAC7,0,0,1,0,1
Q9HAQ2,1,0,0,0,1
Q9HAS3,0,1,1,0,2
Q9HAT2,0,0,1,0,1
Q9HAU5,1,1,0,0,2
Q9HB90,1,0,0,1,2
Q9HBG4,1,0,0,0,1
Q9HBH5,1,0,1,1,3
Q9HC29,0,0,1,1,2
Q9HC58,1,0,0,0,1
Q9HC77,0,1,0,0,1
Q9HC98,1,0,1,0,2
Q9HCB6,1,1,1,1,4
Q9HCC0,0,0,1,1,2
Q9HCD6,1,1,1,1,4
Q9HCE9,0,1,0,0,1
Q9HCF6,0,1,1,0,2
Q9HCG8,1,0,0,0,1
Q9HCR9,0,1,0,1,2
Q9HD20,1,0,1,0,2
Q9HD40,1,0,1,1,3
Q9HD45,0,0,1,1,2
Q9HDU9,1,1,0,1,3
Q9HDV4,1,0,1,1,3
Q9HDW9,0,1,0,0,1
Q9HDY4,0,0,1,0,1
Q9HDZ5,0,0,1,1,2
Q9HDZ8,0,1,0,0,1
Q9HE12,1,0,1,0,2
Q9HEC9,0,0,0,1,1
Q9HEH1,1,1,1,1,4
Q9HEM6,1,0,1,0,2
Q9HFE4,0,1,0,0,1
Q9HFE7,0,1,1,0,2
Q9HFN2,1,0,0,0,1
Q9HFQ2,1,1,0,1,3
Q9HFQ4,0,1,0,0,1
Q9HFV1,1,1,1,0,3
Q9HFY6,1,0,1,1,3
Q9HG01,1,1,0,0,2
Q9HG11,0,0,0,1,1
Q9HGE0,0,0,0,1,1
Q9HGI4,1,0,0,0,1
Q9HGI6,0,0,1,0,1
Q9HGI7,1,1,1,1,4
Q9HGM5,0,0,0,1,1
Q9HGM6,1,0,0,0,1
Q9HGM9,1,1,1,1,4
Q9HGN1,1,1,1,1,4
Q9HGN6,0,0,0,1,1
Q9HGN7,0,1,1,0,2
